hour,wave_height,water_temp,dif_tide_height,current_speed,drifting,prediction,cluster,p(s|pred),p(pred),p(pred|s),p(pred|drifting),p(drifting),p(~drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.916666667,0.163636364,0.403064231,0.085106383,0.140951667,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.195627832,0.387153801,0.085106383,0.2463994,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.283870968,0.409141132,0.05106383,0.379393031,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.24457478,0.445878757,0.038297872,0.396852754,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.213489736,0.467147908,0.025531915,0.363357062,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.182404692,0.491842222,0.055319149,0.357362308,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.153665689,0.494825428,0.059574468,0.250505807,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.147214077,0.50068135,0.076595745,0.184413638,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.170087977,0.498250589,0.029787234,0.043012364,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.166568915,0.488472304,0.025531915,0.114424878,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.173020528,0.439525634,0.017021277,0.228924691,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.176539589,0.404224367,0.068085106,0.178269015,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.189442816,0.360691662,0.063829787,0.201723492,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.283284458,0.379364319,0.059574468,0.146047209,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.348387097,0.395385239,0.046808511,0.287598351,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.541666667,0.390615836,0.400191515,0.034042553,0.33270888,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.583333333,0.391415623,0.399568758,0.017021277,0.338601451,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.625,0.396480938,0.450243076,0.042553191,0.442712626,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.666666667,0.324233538,0.439989688,0.059574468,0.314200075,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.708333333,0.390615836,0.44786756,0.076595745,0.130610716,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.75,0.350466542,0.443262174,0.076595745,0.024285568,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.791666667,0.430445215,0.436452028,0.029787234,0.105786982,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.833333333,0.44457478,0.428255746,0.017021277,0.187336081,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.493841643,0.417759281,0.017021277,0.153990258,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.521940816,0.380524455,0.068085106,0.127531592,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.590029325,0.383176193,0.093617021,0.227201199,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.613436417,0.393240746,0.085106383,0.392227256,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.515542522,0.404269567,0.059574468,0.490895466,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.508504399,0.411260513,0.021276596,0.501359038,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.5771261,0.429250147,0.046808511,0.418883477,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.440682485,0.436807602,0.072340426,0.340816785,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.485470541,0.441393904,0.068085106,0.193010661,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.483870968,0.438034031,0.063829787,0.043162233,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.475073314,0.430631261,0.034042553,0.137654552,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.397174087,0.431690952,0.012765957,0.217289417,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.465102639,0.429857838,0.029787234,0.226826527,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.501466276,0.414002652,0.063829787,0.180367179,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.497360704,0.412234826,0.076595745,0.148295242,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.56864836,0.411622114,0.080851064,0.241813413,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.632258064,0.418366971,0.046808511,0.368227801,1,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.583333333,0.552492669,0.426874632,0.012765957,0.379168228,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.625,0.474486804,0.43195713,0.038297872,0.33525665,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.666666667,0.392055452,0.431932019,0.068085106,0.231104602,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.708333333,0.329618768,0.457866824,0.10212766,0.220382166,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.75,0.306318315,0.473154498,0.080851064,0.077420893,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.791666667,0.263343109,0.464330436,0.072340426,0.050955414,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.833333333,0.25961077,0.453688327,0.042553191,0.203801219,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.875,0.24457478,0.449359163,0.012765957,0.225777445,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.241055719,0.443322441,0.055319149,0.202738513,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.283870968,0.440464791,0.072340426,0.173548145,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.337030125,0.432775754,0.110638298,0.328546613,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.35601173,0.432454331,0.072340426,0.484600974,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.347331378,0.432896288,0.05106383,0.520209816,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.337829912,0.425714497,0.034042553,0.455676283,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.316555585,0.41638319,0.063829787,0.397867775,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.323593708,0.441755504,0.080851064,0.368111993,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.281524927,0.434166913,0.089361702,0.141026602,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.282004799,0.435909627,0.080851064,0.064995402,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.248733671,0.440550169,0.046808511,0.22284819,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.24398827,0.445657779,0.025531915,0.280629449,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.247390029,0.443503241,0.085106383,0.285425253,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.248680352,0.443668975,0.093617021,0.251854627,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.282111437,0.453226282,0.059574468,0.212963657,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.315542522,0.458695492,0.110638298,0.316747846,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.583333333,0.308621701,0.470948733,0.063829787,0.390813038,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.625,0.327432685,0.477252639,0.042553191,0.346367383,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.666666667,0.288403092,0.49726121,0.05106383,0.316856841,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.22627566,0.48534178,0.072340426,0.147096291,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.75,0.251612903,0.515542134,0.089361702,0.073735481,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.791666667,0.212199414,0.517486741,0.106382979,0.089486699,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.833333333,0.176432951,0.509856967,0.055319149,0.285711366,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.875,0.174513463,0.471105427,0.021276596,0.355604755,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.143801653,0.452362458,0.038297872,0.351353929,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.139962676,0.41807066,0.063829787,0.239361014,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.163636364,0.432715488,0.089361702,0.159658026,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.207038123,0.447149381,0.123404255,0.36433121,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.258260019,0.439746612,0.059574468,0.522367928,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.28914956,0.441624927,0.038297872,0.580142375,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.394134897,0.428421479,0.05106383,0.509704009,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.521016618,0.43260165,0.080851064,0.41735981,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.540175953,0.433117266,0.093617021,0.173248408,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.584644095,0.433197621,0.076595745,0.068755748,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.554956012,0.443436948,0.076595745,0.212768827,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.575366569,0.453392016,0.055319149,0.319745223,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.699813383,0.442538973,0.05106383,0.332306959,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.720821115,0.421957867,0.063829787,0.287598351,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.69540567,0.413155569,0.093617021,0.121418759,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.541666667,0.780645162,0.41300825,0.093617021,0.232371675,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.583333333,0.744281525,0.427857985,0.055319149,0.388295242,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.625,0.729618769,0.441459193,0.012765957,0.460921693,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.666666667,0.705571848,0.433807823,0.046808511,0.419632821,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.708333333,0.626979472,0.427592811,0.076595745,0.311127763,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.75,0.601407625,0.431371538,0.080851064,0.179318097,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.791666667,0.380410557,0.439893931,0.09787234,0.090146122,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.833333333,0.450791789,0.443436948,0.076595745,0.174282503,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.44516129,0.44655274,0.046808511,0.344143874,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.519648094,0.447094137,0.017021277,0.301386287,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.529032258,0.426708898,0.05106383,0.275458973,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.607820137,0.414186801,0.09787234,0.186162108,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.713782992,0.415328521,0.110638298,0.275833645,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.848893629,0.426749076,0.076595745,0.546074457,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.929227762,0.427298174,0.046808511,0.603297115,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.826392962,0.427592811,0.038297872,0.483776695,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.684457478,0.430907484,0.038297872,0.410565755,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.582404692,0.434686211,0.09787234,0.235429,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.475659824,0.434995581,0.080851064,0.085650056,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.462253875,0.440851503,0.080851064,0.194540491,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.35238603,0.447661649,0.034042553,0.269116795,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.300488758,0.451163819,0.034042553,0.399075809,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.458333333,0.299280192,0.443744308,0.072340426,0.36696754,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.315915756,0.429521348,0.076595745,0.311706802,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.541666667,0.370674487,0.419361373,0.114893617,0.148969652,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.583333333,0.424046921,0.424526738,0.093617021,0.236530536,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.625,0.424046921,0.440670703,0.072340426,0.425007664,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.666666667,0.446920821,0.449883987,0.029787234,0.457961783,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.708333333,0.433644362,0.453567793,0.068085106,0.338274464,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.75,0.391671554,0.44310548,0.080851064,0.167178719,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.791666667,0.389638319,0.450132587,0.085106383,0.046784064,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.833333333,0.327432685,0.450735255,0.089361702,0.107421915,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.3028348,0.451679434,0.063829787,0.304858249,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.314565005,0.44608132,0.021276596,0.373698014,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.303758998,0.437597097,0.034042553,0.355032528,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.298240469,0.420466264,0.055319149,0.297339828,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.317067449,0.417118444,0.123404255,0.167178719,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.358357772,0.417206835,0.114893617,0.297864369,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.374780059,0.436476134,0.076595745,0.529022106,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.321407625,0.431404685,0.055319149,0.530385912,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.297360704,0.433369813,0.038297872,0.447861692,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.26744868,0.437868297,0.072340426,0.371000375,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.257771261,0.440685769,0.076595745,0.17617085,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.183343109,0.441448144,0.085106383,0.076268265,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.194916911,0.445050088,0.068085106,0.176070938,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.167155425,0.454441662,0.055319149,0.324541027,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.458333333,0.15026393,0.450662935,0.034042553,0.444136381,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.5,0.162630918,0.45363667,0.05106383,0.442209495,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.155318582,0.430244549,0.076595745,0.301897203,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.16464181,0.432328058,0.10212766,0.14328534,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.178992269,0.500093748,0.059574468,0.315794135,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.666666667,0.193799749,0.529021803,0.068085106,0.438484183,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.182831245,0.556202122,0.038297872,0.395088388,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.75,0.169669041,0.513584898,0.059574468,0.200578066,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.791666667,0.150342131,0.503461992,0.080851064,0.071562383,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.833333333,0.124606772,0.502142819,0.080851064,0.20110358,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.116715542,0.501399529,0.085106383,0.332633945,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.122815249,0.493090749,0.025531915,0.455916073,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.106451613,0.465462949,0.025531915,0.380067441,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.101298701,0.452973735,0.042553191,0.364748702,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.098533724,0.433393489,0.089361702,0.252004496,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.115151515,0.434443135,0.093617021,0.163781691,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.131964809,0.43996759,0.089361702,0.388984638,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.137047898,0.449027696,0.055319149,0.546646684,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.15026393,0.447016794,0.017021277,0.525155489,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.151906158,0.438089275,0.046808511,0.356013488,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.129085577,0.44784245,0.076595745,0.28317722,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.126881721,0.452710666,0.093617021,0.083951542,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.104985338,0.456872422,0.093617021,0.116972649,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.100933085,0.461161408,0.063829787,0.212139378,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.108211144,0.482864982,0.055319149,0.414462345,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.5,0.119648094,0.482119181,0.055319149,0.412101911,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.122189638,0.453594579,0.063829787,0.379692769,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.583333333,0.13431085,0.455767531,0.080851064,0.230273511,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.163636364,0.486955591,0.089361702,0.240096733,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.666666667,0.162463343,0.522281968,0.046808511,0.414162608,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.172082111,0.524845315,0.017021277,0.405200449,1,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.75,0.166451613,0.559649381,0.042553191,0.372019483,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.791666667,0.165747801,0.549042428,0.068085106,0.203147246,0,1,5,0.240544629,0.312603452,0.125903857,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.038392524
0.833333333,0.162630918,0.517562506,0.085106383,0.065953005,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.102052786,0.515597378,0.09787234,0.194155114,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.069501466,0.523907736,0.046808511,0.372070866,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.074956012,0.50290218,0.034042553,0.430828025,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.089032258,0.479102829,0.017021277,0.359700262,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.08340176,0.456761933,0.080851064,0.249906332,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.085630499,0.448309517,0.085106383,0.165155489,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.112609971,0.455850398,0.080851064,0.252154365,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.142521994,0.477147172,0.080851064,0.460097415,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.172082111,0.473202711,0.029787234,0.492783814,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.196187683,0.476981438,0.021276596,0.494267516,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.194134897,0.460518563,0.063829787,0.396777819,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.189869368,0.480145444,0.063829787,0.266746142,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.156598241,0.502030895,0.080851064,0.129283306,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.184750733,0.503093695,0.068085106,0.075958536,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.458333333,0.155190616,0.507410136,0.089361702,0.205305358,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.5,0.135483871,0.508102534,0.076595745,0.334032721,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.541666667,0.121407625,0.496096052,0.068085106,0.344773323,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.583333333,0.15483871,0.462894078,0.072340426,0.264630948,0,1,4,0.361573374,0.312603452,0.20480686,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.057709517
0.625,0.203519062,0.479633176,0.093617021,0.168677407,0,1,2,0.192133132,0.312603452,0.097599626,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.030665727
0.666666667,0.26568915,0.521895256,0.076595745,0.352866242,0,1,3,0.149773071,0.312603452,0.074168146,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.023904779
0.708333333,0.370087976,0.514216264,0.076595745,0.420007493,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.75,0.431964809,0.519740719,0.05106383,0.369838891,0,1,1,0.055975794,0.312603452,0.026257165,0.985981308,0.050602979,0.949397021,0.276712329,0.159606657,0.008934109
0.791666667,0.278592375,0.511255156,0.055319149,0.216635444,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.833333333,0.28856305,0.513774308,0.076595745,0.127276133,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.875,0.302387935,0.524097147,0.076595745,0.134164749,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.916666667,0.249853372,0.526701532,0.085106383,0.146721619,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.958333333,0.184750733,0.525191514,0.046808511,0.228325215,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
1,0.207875995,0.503167354,0.029787234,0.328394797,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.041666667,0.214076247,0.491897466,0.042553191,0.347770701,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.083333333,0.174193548,0.479964644,0.068085106,0.313750468,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.125,0.14111437,0.463523866,0.085106383,0.164660922,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.166666667,0.157603686,0.489435138,0.089361702,0.278552695,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.208333333,0.19882698,0.484163229,0.029787234,0.457624578,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.25,0.234897361,0.482616382,0.025531915,0.575935342,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.291666667,0.404105572,0.48537861,0.038297872,0.687823155,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.333333333,0.44281525,0.483942251,0.059574468,0.5181716,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.375,0.476832845,0.484107985,0.059574468,0.288122892,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
0.416666667,0.436363636,0.488582793,0.085106383,0.027575871,0,0,0,0,0,0,0,0,0.949397021,0.276712329,0,0
