,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,tide_variation,cluster
2862,0.666666667,0.36666666700000006,0.5696527779999999,0.11320754699999999,0.331434994,0.07859237599999999,0.102091927,0.53116622,0.131539611,9
2913,0.791666667,0.48472222200000004,0.550416667,0.160377358,0.316597977,0.143108504,0.14766868,0.657730116,0.04857997,9
3123,0.541666667,0.094444444,0.512083333,0.5377358489999999,0.36568003,0.097360704,0.259041691,0.6615777979999999,0.2877429,16
3176,0.75,0.17305555600000003,0.187523148,0.264150943,0.203521918,0.097360704,0.325390395,0.41397799799999996,0.18086696600000002,5
3199,0.708333333,0.121944444,0.418472222,0.301886792,0.168152866,0.06744868,0.289094726,0.551138234,0.364723468,16
3201,0.791666667,0.164722222,0.14960648099999999,0.235849057,0.245035594,0.07390029299999999,0.26230112,0.40750670200000005,0.286995516,5
3220,0.583333333,0.334444444,0.552523148,0.33962264200000003,0.239640315,0.080351906,0.282907337,0.594134233,0.302690583,16
3344,0.75,0.0,0.583958333,0.028301887,0.342825028,0.252785924,0.35969726,0.553395889,0.513452915,8
3578,0.625,0.281388889,0.56287037,0.16981132100000002,0.15533907800000002,0.109677419,0.528414113,0.504468275,0.062032885,17
3647,0.5,0.289722222,0.160486111,0.301886792,0.23372049399999997,0.453372434,0.5480259279999999,0.247765862,0.238415546,6
3651,0.666666667,0.34166666700000003,0.216435185,0.235849057,0.085425253,0.380645161,0.6270256329999999,0.41298034,0.31988041899999997,6
3652,0.708333333,0.336944444,0.526273148,0.358490566,0.11232671400000001,0.322580645,0.605259281,0.523793566,0.255605381,17
3677,0.75,0.323333333,0.595787037,0.20754717,0.158561259,0.143695015,0.65006261,0.575960679,0.238415546,17
3696,0.541666667,0.35166666700000004,0.18583333300000002,0.216981132,0.255226677,0.10439882699999999,0.5562021220000001,0.247765862,0.26980568,6
3698,0.625,0.355833333,0.087615741,0.16981132100000002,0.233870363,0.100293255,0.542390984,0.18130026800000001,0.06427503700000001,15
3699,0.666666667,0.34055555600000004,0.146262626,0.188679245,0.164154092,0.099013596,0.549452242,0.25212243100000004,0.384155456,6
3700,0.708333333,0.34166666700000003,0.564116162,0.462264151,0.037692019,0.09261530300000001,0.649012964,0.37064343200000005,0.25186846,14
3724,0.708333333,0.350555556,0.31363425899999997,0.301886792,0.055001873,0.153665689,0.619015174,0.295576408,0.446188341,6
3741,0.41666666700000005,0.320277778,0.55712963,0.216981132,0.486699138,0.033431085,0.560455952,0.761729223,0.050822123,3
3742,0.45833333299999995,0.337222222,0.542037037,0.16981132100000002,0.49793930299999994,0.049853372,0.5436616089999999,0.695263628,0.241405082,3
3767,0.5,0.0,0.539236111,0.037735849,0.360209816,0.028152492999999997,0.5327784329999999,0.6428731010000001,0.321375187,8
3768,0.541666667,0.33583333299999996,0.48870370399999996,0.160377358,0.182540277,0.029325512999999997,0.5448217439999999,0.526027703,0.233183857,17
3842,0.666666667,0.3325,0.17627314800000002,0.367924528,0.25530161100000004,0.06392961900000001,0.547362994,0.336461126,0.343049327,6
3912,0.583333333,0.332222222,0.580162037,0.188679245,0.348070438,0.214076247,0.627964791,0.609137623,0.055306428,3
3915,0.708333333,0.329444444,0.43629629600000003,0.179245283,0.144323717,0.205278593,0.616860637,0.523681859,0.177130045,17
