hour,wind_dir,current_dir,tide_height,dif_tide_height,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.16666666666666666,0.005555555555555557,0.19557870369444447,0.3579088471849865,0.09787234042553193,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.20833333333333331,0.024722222222222225,0.16259259258333333,0.22486595174262733,0.059574468085106386,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.25,0.8891666666666668,0.10997685186111113,0.16700178733243967,0.017021276595744685,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.2916666666666667,0.0,0.08949074074999999,0.1809651474530831,0.03404255319148936,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.3333333333333333,0.0,0.07708333333333334,0.25636729222520105,0.06382978723404256,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.375,0.9080555555555556,0.2600231481388889,0.3674039321045577,0.06382978723404256,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.4166666666666667,0.9666666666666668,0.6800252525,0.4708445040214476,0.08085106382978724,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
0.4583333333333333,0.9555555555555556,0.6264814813888889,0.5795352995978552,0.06808510638297872,0,1,8,0.11561181434599156,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.17805907172995783,0.02058573234346348
0.5,0.8402777777777778,0.5809259258333334,0.6482350315013404,0.017021276595744685,0,1,8,0.11561181434599156,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.17805907172995783,0.02058573234346348
0.5416666666666666,0.7827777777777778,0.5420138888888889,0.6614164430294904,0.017021276595744685,0,1,8,0.11561181434599156,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.17805907172995783,0.02058573234346348
0.5833333333333334,0.7330555555555555,0.5509722222222222,0.6362823947721178,0.03404255319148936,0,1,8,0.11561181434599156,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.17805907172995783,0.02058573234346348
0.625,0.7166666666666667,0.5227083333333333,0.5728328867292225,0.05531914893617021,0,1,5,0.20506329113924052,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.17805907172995783,0.03651337926614325
0.6666666666666666,0.8036111111111112,0.3346990741666667,0.4657059874664878,0.06808510638297872,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.24259028642590286,0.0,0.0
